Collection Title,Unit Title,Unit Date,Container Type,Container Number,Extent
Arch Oboler Collection,"Town file, 1937 August, 1937 October","1937 August, 1937 October",box,203,
Arch Oboler Collection,"""Blackouts,"" fire and town files, circa 1943",circa 1943,box,203,
Arch Oboler Collection,"""Blithe Spirit""",,,,
Arch Oboler Collection,"Fire file, 1944 May",1944 May,box,203,
Arch Oboler Collection,"Town file, 1944 May",1944 May,box,204,
Arch Oboler Collection,"""Blonde Help Wanted""",,,,
Arch Oboler Collection,"Fire file, undated",undated,box,204,
Arch Oboler Collection,"Town file, undated",undated,box,204,
Arch Oboler Collection,"""Blood Story""",,,,
Arch Oboler Collection,"Fire file, 1942 April, June","1942 April, June",box,204,
Arch Oboler Collection,"Town file, 1942 April",1942 April,box,204,
Arch Oboler Collection,"""Bomber to Tokyo""",,,,
Arch Oboler Collection,"Fire file, 1942 May",1942 May,box,204,
Arch Oboler Collection,"Town file, 1942 May",1942 May,box,204,
Arch Oboler Collection,"""Bon Voyage""",,,,
Arch Oboler Collection,"Fire file, 1938 June, 1942 November","1938 June, 1942 November",box,204,
Arch Oboler Collection,"Town file, 1938 June, 1942 November","1938 June, 1942 November",box,204,
Arch Oboler Collection,"""The Bones of Sam Lee (The Thirteenth Corpse)""",,,,
Arch Oboler Collection,"Fire file, 1937 March, 1943 January","1937 March, 1943 January",box,204,
Arch Oboler Collection,"Town file, 1937 March, 1943 January","1937 March, 1943 January",box,204,
Arch Oboler Collection,"""Book of Ruth,"" fire and town files, undated",undated,box,204,
Arch Oboler Collection,"""Box-Car,"" fire and town files, undated",undated,box,204,
Arch Oboler Collection,"""Boy of Mine""",,,,
Arch Oboler Collection,"Fire file, circa 1935",circa 1935,box,204,
Arch Oboler Collection,"Town file, circa 1935",circa 1935,box,204,
Arch Oboler Collection,"""Boy Trouble""",,,,
Arch Oboler Collection,"Fire file, 1937 May",1937 May,box,205,
Arch Oboler Collection,"Town file, 1937 May",1937 May,box,205,
Arch Oboler Collection,"""Boy Wanted""",,,,
Arch Oboler Collection,"Fire file, 1934 October",1934 October,box,205,
Arch Oboler Collection,"Town file, 1934 October",1934 October,box,205,
Arch Oboler Collection,"""Brain Storm""",,,,
Arch Oboler Collection,"Fire file, 1941 August",1941 August,box,205,
Arch Oboler Collection,"Town file, 1941 August",1941 August,box,205,
Arch Oboler Collection,"""Brain Wave (Brain King)""",,,,
Arch Oboler Collection,"Fire file, 1937 July",1937 July,box,205,
Arch Oboler Collection,"Town file, 1937 July",1937 July,box,205,
Arch Oboler Collection,"""The Brave One""",,,,
Arch Oboler Collection,"Fire file, undated",undated,box,205,
Arch Oboler Collection,"Town file, undated",undated,box,205,
Arch Oboler Collection,"""Bread on the Waters,"" fire and town files, undated",undated,box,205,
Arch Oboler Collection,"""Breakfast in the Country,"" town file, undated",undated,box,205,
Arch Oboler Collection,"""Bright Weapon""",,,,
Arch Oboler Collection,"circa 1943-1944, circa 1947","circa 1943-1944, circa 1947",box,205-206,(1 folder)
Arch Oboler Collection,"Town file, circa 1943-circa 1944, circa 1947","circa 1943-circa 1944, circa 1947",box,206,
Arch Oboler Collection,"""Bright World,"" fire file, 1938 February, 1941 January, 1941 July","1938 February, 1941 January, 1941 July",box,206,
Arch Oboler Collection,"""Bronx Hero,"" fire and town files, undated",undated,box,206,
Arch Oboler Collection,"""Brother Jim""",,,,
Arch Oboler Collection,"Fire file, 1937 June",1937 June,box,206,
Arch Oboler Collection,"Town file, 1937 June",1937 June,box,206,
Arch Oboler Collection,"""Bull by the Horns""",,,,
Arch Oboler Collection,"Fire file, undated",undated,box,206,
Arch Oboler Collection,"Town file, undated",undated,box,206,
Arch Oboler Collection,"""Bull's-Eye""",,,,
Arch Oboler Collection,"Fire file, undated",undated,box,207,
Arch Oboler Collection,"Town file, undated",undated,box,207,
Arch Oboler Collection,"""Bundles for Britain,"" fire and town files, undated",undated,box,207,
Arch Oboler Collection,"""Burial Services""",,,,
Arch Oboler Collection,"Fire file, 1936 June",1936 June,box,207,
Arch Oboler Collection,"Town file, 1936 June",1936 June,box,207,
Arch Oboler Collection,"""The Busy Bachelors""",,,,
Arch Oboler Collection,"Fire file, 1936 September",1936 September,box,207,
Arch Oboler Collection,"Town file, 1936 September, 1949 December","1936 September, 1949 December",box,207,
Arch Oboler Collection,"""Cat Wife""",,,,
Arch Oboler Collection,"Longines Symphonette LP set, 1961, 1964, 1966","1961, 1964, 1966",box,207,
Arch Oboler Collection,"NANA version, 1964",1964,box,207,
Arch Oboler Collection,"Fire file, 1937 February, 1938 March, 1940 October, 1941 August, 1943 January, 1944 October","1937 February, 1938 March, 1940 October, 1941 August, 1943 January, 1944 October",box,207,
Arch Oboler Collection,"Town file, 1937 February, 1938 March, 1940 October, 1941 August, 1943 January, 1944 October","1937 February, 1938 March, 1940 October, 1941 August, 1943 January, 1944 October",box,208,
Arch Oboler Collection,"""Cavalcade for Victory""",,,,
Arch Oboler Collection,"Fire file, 1943 September",1943 September,box,208,
Arch Oboler Collection,"Town file, 1943 September",1943 September,box,208,
Arch Oboler Collection,"""The Cave""",,,,
Arch Oboler Collection,"Fire file, 1937 June",1937 June,box,208,
Arch Oboler Collection,"Town file, 1937 June",1937 June,box,208,
Arch Oboler Collection,"""Charley My Boy""",,,,
Arch Oboler Collection,"Fire file, undated",undated,box,208,
Arch Oboler Collection,"Town file, circa 1964",circa 1964,box,208,
Arch Oboler Collection,"""The Chest""",,,,
Arch Oboler Collection,"Fire file, 1938 June, 1942 December","1938 June, 1942 December",box,208,
Arch Oboler Collection,"Town file, 1938 June, 1942 December","1938 June, 1942 December",box,208,
Arch Oboler Collection,"""Chicago, Germany""",,,,
Arch Oboler Collection,"Fire file, 1942 April",1942 April,box,208,
Arch Oboler Collection,"Town file, 1942 April",1942 April,box,209,
Arch Oboler Collection,"""Chicken Heart""",,,,
Arch Oboler Collection,"Fire file, 1937 March, 1938 February, 1942 November","1937 March, 1938 February, 1942 November",box,209,
Arch Oboler Collection,"Town file, 1937 March, 1938 February, 1942 November","1937 March, 1938 February, 1942 November",box,209,
Arch Oboler Collection,"""Child Save My Fireman""",,,,
Arch Oboler Collection,"Fire file, 1937 October",1937 October,box,209,
Arch Oboler Collection,"Town file, 1937 October",1937 October,box,209,
Arch Oboler Collection,"""Children's Reunion""",,,,
Arch Oboler Collection,"Fire file, 1937 January",1937 January,box,209,
Arch Oboler Collection,"Town file, 1937 January",1937 January,box,209,
Arch Oboler Collection,"""China Aid,"" script, fire and town files, undated",undated,box,209,
Arch Oboler Collection,"""Chinese Episode""",,,,
Arch Oboler Collection,"Fire file, 1942 March",1942 March,box,209,
Arch Oboler Collection,"Town file, 1942 March",1942 March,box,209,
Arch Oboler Collection,"""Chinese Gong""",,,,
Arch Oboler Collection,"Fire file, circa 1935",circa 1935,box,209-210,(1 folder)
Arch Oboler Collection,"Town file, circa 1935",circa 1935,box,210,
Arch Oboler Collection,"""Christmas Guest""",,,,
Arch Oboler Collection,"Fire file, undated",undated,box,210,
Arch Oboler Collection,"Town file, undated",undated,box,210,
Arch Oboler Collection,"""Christmas Present (Bread on the Water)""",,,,
Arch Oboler Collection,"Fire file, 1937 December",1937 December,box,210,
Arch Oboler Collection,"Town file, undated",undated,box,210,
Arch Oboler Collection,"""Circus Terror""",,,,
Arch Oboler Collection,"Fire file, undated",undated,box,210,
Arch Oboler Collection,"Town file, undated",undated,box,210,
Arch Oboler Collection,"""The Citadel""",,,,
Arch Oboler Collection,"Fire file, 1944 April",1944 April,box,210,
Arch Oboler Collection,"Town file, 1944 April",1944 April,box,210,
Arch Oboler Collection,"""The Cliff""",,,,
Arch Oboler Collection,"Fire file, 1939 April, 1943 July","1939 April, 1943 July",box,211,
Arch Oboler Collection,"Town file, 1939 April, 1943 July","1939 April, 1943 July",box,211,
Arch Oboler Collection,"""The College Professor,"" fire file, 1943 April",1943 April,box,211,
Arch Oboler Collection,"""Come to the Bank""",,,,
Arch Oboler Collection,"Fire file, 1942 November, 1964","1942 November, 1964",box,211,
Arch Oboler Collection,"Town file, 1942 November",1942 November,box,211,
Arch Oboler Collection,"Later Lights Out version, circa 1970",circa 1970,box,211,
Arch Oboler Collection,"NANA tape log, 1964 January 6",1964 January 6,box,211,
Arch Oboler Collection,"""Compound Interest""",,,,
Arch Oboler Collection,"Fire file, 1937 November",1937 November,box,212,
Arch Oboler Collection,"Town file, 1937 November",1937 November,box,212,
Arch Oboler Collection,"""Concerning Adam and Evelyn""",,,,
Arch Oboler Collection,"Fire file, undated",undated,box,212,
Arch Oboler Collection,"Town file, undated",undated,box,212,
Arch Oboler Collection,"""Count Vargof""",,,,
Arch Oboler Collection,"Fire file, undated",undated,box,212,
Arch Oboler Collection,"Town file, undated",undated,box,212,
Arch Oboler Collection,"""Crack Up""",,,,
Arch Oboler Collection,"Fire file, 1937 May",1937 May,box,212,
Arch Oboler Collection,"Town file, 1937 May",1937 May,box,212,
Arch Oboler Collection,"""Crazy Town""",,,,
Arch Oboler Collection,"Fire file, 1939 May",1939 May,box,212,
Arch Oboler Collection,"Town file, circa 1938, 1939 May","circa 1938, 1939 May",box,212,
Arch Oboler Collection,"""Crime Clique""",,,,
Arch Oboler Collection,"Fire file, 1936 November",1936 November,box,212,
Arch Oboler Collection,"Town file, undated",undated,box,212,
Arch Oboler Collection,"""Crime Club""",,,,
Arch Oboler Collection,"Fire file, undated",undated,box,212,
Arch Oboler Collection,"Town file, undated",undated,box,213,
Arch Oboler Collection,"""The Crook Type""",,,,
Arch Oboler Collection,"Fire file, 1937 October",1937 October,box,213,
Arch Oboler Collection,"Town file, 1937 October",1937 October,box,213,
Arch Oboler Collection,"""The Cure,"" fire and town files, undated",undated,box,213,
Arch Oboler Collection,"""Danse Macabre""",,,,
Arch Oboler Collection,"Fire file, 1936 August, 1939 December","1936 August, 1939 December",box,213,
Arch Oboler Collection,"Town file, 1936 August, 1939 December","1936 August, 1939 December",box,213,
Arch Oboler Collection,"""The Dark,"" fire file, circa 1938 January",circa 1938 January,box,213,
Arch Oboler Collection,"""Dark World""",,,,
Arch Oboler Collection,"Fire file, 1939 June, 1940 February, 1940 November","1939 June, 1940 February, 1940 November",box,213,
Arch Oboler Collection,"Town file, 1939 June, 1940 February, 1940 November","1939 June, 1940 February, 1940 November",box,213,
Arch Oboler Collection,"""Daughter-in-Law""",,,,
Arch Oboler Collection,"Fire file, undated",undated,box,213,
Arch Oboler Collection,"Town file, undated",undated,box,213,
Arch Oboler Collection,"""Day After Tomorrow,"" town file, circa 1952 April",circa 1952 April,box,213,
Arch Oboler Collection,"""Day Sinatra Got Fat,"" NANA versions, 1964 January 7",1964 January 7,box,214,
Arch Oboler Collection,"""The Day the Sun Exploded""",,,,
Arch Oboler Collection,"Fire file, 1940 January",1940 January,box,214,
Arch Oboler Collection,"Town file, 1940 January",1940 January,box,214,
Arch Oboler Collection,"""Dear Mary""",,,,
Arch Oboler Collection,"Fire file, 1937 June",1937 June,box,214,
Arch Oboler Collection,"Town file, 1937 June",1937 June,box,214,
Arch Oboler Collection,"""Death Buddha""",,,,
Arch Oboler Collection,"Fire file, undated",undated,box,214,
Arch Oboler Collection,"Town file, undated",undated,box,214,
Arch Oboler Collection,"""Death by Poison""",,,,
Arch Oboler Collection,"Fire file, undated",undated,box,214,
Arch Oboler Collection,"Town file, undated",undated,box,214,
Arch Oboler Collection,"""Death Cell""",,,,
Arch Oboler Collection,"Fire file, undated",undated,box,214,
Arch Oboler Collection,"Town file, undated",undated,box,214,
Arch Oboler Collection,"""Death for Dinner""",,,,
Arch Oboler Collection,"Fire file, undated",undated,box,214,
Arch Oboler Collection,"Town file, undated",undated,box,214,
Arch Oboler Collection,"""Death House,"" fire and town files combined, undated",undated,box,214,
Arch Oboler Collection,"""Death Letter""",,,,
Arch Oboler Collection,"Fire file, 1935 January, 1938 February","1935 January, 1938 February",box,214,
Arch Oboler Collection,"Town file, 1938 February",1938 February,box,214,
Arch Oboler Collection,"""Death Pit""",,,,
Arch Oboler Collection,"Fire file, 1937 December",1937 December,box,214,
Arch Oboler Collection,"Town file, 1937 December",1937 December,box,214,
Arch Oboler Collection,"""Death Prayer,"" fire file, undated",undated,box,215,
Arch Oboler Collection,"""Death Takes a Holiday""",,,,
Arch Oboler Collection,"Fire file, 1944 April",1944 April,box,215,
Arch Oboler Collection,"Town file, 1944 April",1944 April,box,215,
Arch Oboler Collection,"""The Deep""",,,,
Arch Oboler Collection,"Fire file, 1937 October",1937 October,box,215,
Arch Oboler Collection,"Town file, 1937 October",1937 October,box,215,
Arch Oboler Collection,"""Defeat,"" town file, undated",undated,box,215,
Arch Oboler Collection,Devil and Mr. O,,,,
Arch Oboler Collection,1973 August,1973 August,box,215,
Arch Oboler Collection,"Drafts and edits, circa 1969-1971",circa 1969-1971,box,215,
Arch Oboler Collection,"Tape logs, contracts, and scripts, 1969-1971",1969-1971,box,215,
Arch Oboler Collection,"""Devil in White""",,,,
Arch Oboler Collection,"Fire file, 1937 January",1937 January,box,215,
Arch Oboler Collection,"Town file, undated",undated,box,215,
Arch Oboler Collection,"""Devil's Island (Island of the Devil)""",,,,
Arch Oboler Collection,"Fire file, 1938 May",1938 May,box,216,
Arch Oboler Collection,"Town file, 1938 May",1938 May,box,216,
Arch Oboler Collection,"""The Dictator""",,,,
Arch Oboler Collection,"Fire file, 1936 June",1936 June,box,216,
Arch Oboler Collection,"Town file, 1936 June",1936 June,box,216,
Arch Oboler Collection,"""Doctor Ann""",,,,
Arch Oboler Collection,"Fire file, undated",undated,box,216,
Arch Oboler Collection,"Town file, undated",undated,box,216,
Arch Oboler Collection,"""Dr. Bluff""",,,,
Arch Oboler Collection,"Fire file, 1945 July",1945 July,box,216,
Arch Oboler Collection,"Town file, 1945 July",1945 July,box,216,
Arch Oboler Collection,"""Dr. Christian, Genius in the House,"" town file, undated",undated,box,216,
Arch Oboler Collection,"""The Doctor's Lady""",,,,
Arch Oboler Collection,"Fire file, 1936 January",1936 January,box,216,
Arch Oboler Collection,"Town file, circa 1936 January",circa 1936 January,box,216,
Arch Oboler Collection,"""Double Feature,"" fire and town files, undated",undated,box,216,
Arch Oboler Collection,"""Double Trouble,"" fire and town files, circa 1943",circa 1943,box,216,
Arch Oboler Collection,"""The Doubled Cross""",,,,
Arch Oboler Collection,"Fire file, undated",undated,box,216,
Arch Oboler Collection,"Town file, undated",undated,box,216,
Arch Oboler Collection,"""The Dream""",,,,
Arch Oboler Collection,"Fire file, 1938 March, 1943 March","1938 March, 1943 March",box,217,
Arch Oboler Collection,"Town file, 1938 March, 1943 March","1938 March, 1943 March",box,217,
Arch Oboler Collection,"""Eagle's Return""",,,,
Arch Oboler Collection,"Fire file, 1936 October",1936 October,box,217,
Arch Oboler Collection,"Town file, 1936 October",1936 October,box,217,
Arch Oboler Collection,"""The Earth Shall Tremble,"" town file, undated",undated,box,217,
Arch Oboler Collection,"""Efficiency Island""",,,,
Arch Oboler Collection,"Fire file, 1938 April, 1939 August","1938 April, 1939 August",box,217,
Arch Oboler Collection,"Town file, 1939 August",1939 August,box,217,
Arch Oboler Collection,"""The Eigerwund""",,,,
Arch Oboler Collection,"Fire file, 1939 March, 1939 July","1939 March, 1939 July",box,217,
Arch Oboler Collection,"Town file, 1939 March, 1939 July","1939 March, 1939 July",box,217,
Arch Oboler Collection,"""Eleanor versus Africa,"" town file, undated",undated,box,217,
Arch Oboler Collection,"""Engulfed Cathedral""",,,,
Arch Oboler Collection,"Fire file, 1939 May",1939 May,box,217,
Arch Oboler Collection,"Town file, 1939 May",1939 May,box,218,
Arch Oboler Collection,"""Escape""",,,,
Arch Oboler Collection,"Fire file, circa 1940",circa 1940,box,218,
Arch Oboler Collection,"Town file, undated",undated,box,218,
Arch Oboler Collection,"""Execution""",,,,
Arch Oboler Collection,"Fire file, 1942 May, 1943 April","1942 May, 1943 April",box,218,
Arch Oboler Collection,"Town file, 1942 May, 1943 April","1942 May, 1943 April",box,218,
Arch Oboler Collection,"""An Exercise in Horror,"" fire file, 1945 May",1945 May,box,218,
Arch Oboler Collection,"""Facts of Men""",,,,
Arch Oboler Collection,"Fire file, circa 1941, 1944 June","circa 1941, 1944 June",box,218,
Arch Oboler Collection,"Town file, 1944 June",1944 June,box,218,
Arch Oboler Collection,"""The Family""",,,,
Arch Oboler Collection,"Fire file, 1941 February",1941 February,box,218,
Arch Oboler Collection,"Town file, 1941 February",1941 February,box,218,
Arch Oboler Collection,"""The Family Nagashi""",,,,
Arch Oboler Collection,"Fire file, 1945 September",1945 September,box,218,
Arch Oboler Collection,"Town file, 1945 September",1945 September,box,218,
Arch Oboler Collection,"""Fast One""",,,,
Arch Oboler Collection,"Fire file, 1936 October, 1943 January","1936 October, 1943 January",box,219,
Arch Oboler Collection,"Town file, 1936 October, 1943 January, 1964 January","1936 October, 1943 January, 1964 January",box,219,
Arch Oboler Collection,"""Final Decree""",,,,
Arch Oboler Collection,"Fire file, undated",undated,box,219,
Arch Oboler Collection,"Town file, undated",undated,box,219,
Arch Oboler Collection,"""Finale,"" undated",undated,box,219,
Arch Oboler Collection,"""Fire in the Night""",,,,
Arch Oboler Collection,"Fire file, undated",undated,box,219,
Arch Oboler Collection,"Town file, undated",undated,box,219,
Arch Oboler Collection,"""Fire Trap,"" fire and town files, undated",undated,box,219,
Arch Oboler Collection,"""Five Minutes,"" fire and town files, undated",undated,box,219,
Arch Oboler Collection,"""The Flame""",,,,
Arch Oboler Collection,"Fire file, 1936 July, 1943 March","1936 July, 1943 March",box,219,
Arch Oboler Collection,"Town file, 1943 March",1943 March,box,219,
Arch Oboler Collection,"""The Flame Men""",,,,
Arch Oboler Collection,"Fire file, circa 1937",circa 1937,box,219,
Arch Oboler Collection,"Town file, undated",undated,box,219,
Arch Oboler Collection,"""Flesh and Fantasy""",,,,
Arch Oboler Collection,"Fire file, 1942 August-November",1942 August-November,box,219,
Arch Oboler Collection,"Town file, circa 1942",circa 1942,box,220,
Arch Oboler Collection,"""Flight from Destiny""",,,,
Arch Oboler Collection,"Fire file, 1941 January",1941 January,box,220,
Arch Oboler Collection,"Town file, 1941 January",1941 January,box,220,
Arch Oboler Collection,"""Flight Thirteen""",,,,
Arch Oboler Collection,"Fire file, undated",undated,box,220,
Arch Oboler Collection,"Town file, undated",undated,box,220,
Arch Oboler Collection,"""Flying Yorkshireman""",,,,
Arch Oboler Collection,"Fire file, 1940 November",1940 November,box,220,
Arch Oboler Collection,"Town file, 1940 November",1940 November,box,220,
Arch Oboler Collection,"Miscellaneous file, 1940 November",1940 November,box,220,
Arch Oboler Collection,"""Forty Second Street Precinct""",,,,
Arch Oboler Collection,"Fire file, 1937 June",1937 June,box,220,
Arch Oboler Collection,"Town file, 1937 June",1937 June,box,220,
Arch Oboler Collection,"""Fountain of Death,"" undated",undated,box,220,
Arch Oboler Collection,"""Four Husbands""",,,,
Arch Oboler Collection,"Fire file, 1937 November",1937 November,box,221,
Arch Oboler Collection,"Town file, 1937 November",1937 November,box,221,
Arch Oboler Collection,"""Four's a Crowd""",,,,
Arch Oboler Collection,"Fire file, undated",undated,box,221,
Arch Oboler Collection,"Town file, 1937 August",1937 August,box,221,
Arch Oboler Collection,"Fourteen Radio Plays, fire file, 1941 February",1941 February,box,221,
Arch Oboler Collection,"""Fox and Hound""",,,,
Arch Oboler Collection,"Fire file, 1937 November",1937 November,box,221,
Arch Oboler Collection,"Town file, 1937 November",1937 November,box,221,
Arch Oboler Collection,"""Frame-Up""",,,,
Arch Oboler Collection,"Fire file, undated",undated,box,221,
Arch Oboler Collection,"Town file, undated",undated,box,221,
Arch Oboler Collection,"""Fugitive""",,,,
Arch Oboler Collection,"Fire file, undated",undated,box,221,
Arch Oboler Collection,"Town file, 1937 October",1937 October,box,221,
Arch Oboler Collection,"""Further Adventures of Mr. Deeds""",,,,
Arch Oboler Collection,"See ""Papa Jonathan""",,box,221,
Arch Oboler Collection,"Proposed series, fire file, undated",undated,box,221,
Arch Oboler Collection,"Proposed series, town file, undated",undated,box,221,
Arch Oboler Collection,"""Futuristics""",,,,
Arch Oboler Collection,"Fire file, 1933 November",1933 November,box,221,
Arch Oboler Collection,"Town file, 1933 November",1933 November,box,221,
Arch Oboler Collection,"""A Gallery of Big Shots,"" miscellaneous file, circa 1945",circa 1945,box,221,
Arch Oboler Collection,"""Gangster in the House"" See ""Pay the Piper"" town file",,box,221,
Arch Oboler Collection,"""Genghis Khan""",,,,
Arch Oboler Collection,"Fire file, 1938 January, 1940 February","1938 January, 1940 February",box,221,
Arch Oboler Collection,"Town file, 1938 January, 1940 February","1938 January, 1940 February",box,221,
Arch Oboler Collection,"""Gevangenpoort""",,,,
Arch Oboler Collection,"Fire file, 1938 July",1938 July,box,222,
Arch Oboler Collection,"Town file, undated",undated,box,222,
Arch Oboler Collection,"""Ghost Bride""",,,,
Arch Oboler Collection,"Fire file, 1939 May",1939 May,box,222,
Arch Oboler Collection,"Town file, 1939 May",1939 May,box,222,
Arch Oboler Collection,"""The Ghost Goes West""",,,,
Arch Oboler Collection,"Fire file, 1944 March",1944 March,box,222,
Arch Oboler Collection,"Town file, 1944 March",1944 March,box,222,
Arch Oboler Collection,"""Ghost House""",,,,
Arch Oboler Collection,"Fire file, undated",undated,box,222,
Arch Oboler Collection,"Town file, undated",undated,box,222,
Arch Oboler Collection,"""Ghost Party""",,,,
Arch Oboler Collection,"Fire file, 1937 April",1937 April,box,222,
Arch Oboler Collection,"Town file, 1937 April",1937 April,box,222,
Arch Oboler Collection,"""Ghost Pearl"" See ""Mungahra""",,box,222,
Arch Oboler Collection,"""Ghost Story""",,,,
Arch Oboler Collection,"Fire file, 1942 February-October",1942 February-October,box,222,
Arch Oboler Collection,"Town file, 1942 February-October",1942 February-October,box,222,
Arch Oboler Collection,"""The Gift""",,,,
Arch Oboler Collection,"Fire file, 1939 February, 1940 February","1939 February, 1940 February",box,223,
Arch Oboler Collection,"Town file, 1939 February, 1940 February","1939 February, 1940 February",box,223,
Arch Oboler Collection,"""Girl on the Road""",,,,
Arch Oboler Collection,"Fire file, 1944 March",1944 March,box,223,
Arch Oboler Collection,"Town file, 1944 March",1944 March,box,223,
Arch Oboler Collection,"""Glacier Woman""",,,,
Arch Oboler Collection,"Fire file, 1937 September, 1943 September","1937 September, 1943 September",box,223,
Arch Oboler Collection,"Town file, 1943 September",1943 September,box,223,
Arch Oboler Collection,"""Gold Mine""",,,,
Arch Oboler Collection,"Fire file, 1937 July",1937 July,box,223,
Arch Oboler Collection,"Town file, 1937 July",1937 July,box,223,
Arch Oboler Collection,"""Good, Bad, Indifferent""",,,,
Arch Oboler Collection,"Fire file, 1938 May",1938 May,box,223,
Arch Oboler Collection,"Town file, 1938 May",1938 May,box,223,
Arch Oboler Collection,"""Guilty One""",,,,
Arch Oboler Collection,"Fire file, circa 1943",circa 1943,box,223,
Arch Oboler Collection,"Town file, circa 1943",circa 1943,box,223,
Arch Oboler Collection,"""Gun Island""",,,,
Arch Oboler Collection,"Fire file, circa 1938",circa 1938,box,223,
Arch Oboler Collection,"Town file, undated",undated,box,223,
Arch Oboler Collection,"""Halloween Horror""",,,,
Arch Oboler Collection,"Fire file, undated",undated,box,223,
Arch Oboler Collection,"Town file, undated",undated,box,223,
Arch Oboler Collection,"""Happy Birthday""",,,,
Arch Oboler Collection,"Fire file, 1937 August",1937 August,box,224,
Arch Oboler Collection,"Town file, 1937 August",1937 August,box,224,
Arch Oboler Collection,"""Happy Ending""",,,,
Arch Oboler Collection,"Fire file, 1937 June",1937 June,box,224,
Arch Oboler Collection,"Town file, 1937 June",1937 June,box,224,
Arch Oboler Collection,"""Happy New Year"" (Amos & Andy), fire file, undated",undated,box,224,
Arch Oboler Collection,"""Happy Year (Bronx Hero)""",,,,
Arch Oboler Collection,"Fire file, 1938 February, 1939 October","1938 February, 1939 October",box,224,
Arch Oboler Collection,"Town file, 1938 February, 1939 October","1938 February, 1939 October",box,224,
Arch Oboler Collection,"""Hard Boiled Miss Denham (Mr. Howard),"" fire file, undated",undated,box,224,
Arch Oboler Collection,"""Hard Boiled Mr. Howard/Miss Denham,"" town file, circa 1963",circa 1963,box,224,
Arch Oboler Collection,"""The Harp"" and ""Golden Man"" fragments, fire file, 1936 September, 1937 April, circa 1974","1936 September, 1937 April, circa 1974",box,224,
Arch Oboler Collection,"""The Harp,"" town file, 1936 September, 1937 April","1936 September, 1937 April",box,225,
Arch Oboler Collection,"""Hate""",,,,
Arch Oboler Collection,"Fire file, 1942 March",1942 March,box,225,
Arch Oboler Collection,"Town file, 1942 March",1942 March,box,225,
Arch Oboler Collection,"""Hate"" (African stories), fire file, undated",undated,box,225,
Arch Oboler Collection,"""Have You Seen Him?""",,,,
Arch Oboler Collection,"Fire file, 1942 March",1942 March,box,225,
Arch Oboler Collection,"Town file, 1942 March",1942 March,box,225,
Arch Oboler Collection,"""He Died at Twelve""",,,,
Arch Oboler Collection,"Fire file, undated",undated,box,225,
Arch Oboler Collection,"Town file, undated",undated,box,225,
Arch Oboler Collection,"""He Dug It Up""",,,,
Arch Oboler Collection,"Fire file, 1942 December, 1943 February","1942 December, 1943 February",box,225,
Arch Oboler Collection,"Town file, 1942 December, 1943 February","1942 December, 1943 February",box,225,
Arch Oboler Collection,"""Hear Ye! Hear Ye!"" a series of docudramas starring F. Lee Bailey, 1981",1981,box,225-226,(1 folder)
Arch Oboler Collection,"""The Heavenly Jeep""",,,,
Arch Oboler Collection,"Fire file, 1943 May",1943 May,box,226,
Arch Oboler Collection,"Town file, 1943 May",1943 May,box,226,
Arch Oboler Collection,"""Helpless Hannah""",,,,
Arch Oboler Collection,"Fire file, undated",undated,box,226,
Arch Oboler Collection,"Town file, undated",undated,box,226,
Arch Oboler Collection,"""Here Is My Thought""",,,,
Arch Oboler Collection,"Fire file, undated",undated,box,227,
Arch Oboler Collection,"Town file, undated",undated,box,227,
Arch Oboler Collection,"""The Hero""",,,,
Arch Oboler Collection,"Fire file, 1942 December",1942 December,box,227,
Arch Oboler Collection,"Town file, 1942 December",1942 December,box,227,
Arch Oboler Collection,"""Hi, Grandma!"" town file, circa 1957",circa 1957,box,227,
Arch Oboler Collection,"""High Adventure""",,,,
Arch Oboler Collection,"Fire file, undated",undated,box,227,
Arch Oboler Collection,"Town file, undated",undated,box,227,
Arch Oboler Collection,"""High Water""",,,,
Arch Oboler Collection,"Fire file, 1937 September",1937 September,box,227,
Arch Oboler Collection,"Town file, 1937 September",1937 September,box,227,
Arch Oboler Collection,"""Him or Me""",,,,
Arch Oboler Collection,"Fire file, circa 1949, 1964","circa 1949, 1964",box,228,
Arch Oboler Collection,"Arch Oboler's Plays version, undated",undated,box,228,
Arch Oboler Collection,"Suspense version, 1946",1946,box,228,
Arch Oboler Collection,"Tape log, 1964 January 8",1964 January 8,box,228,
Arch Oboler Collection,"Various radio versions, undated",undated,box,228,
Arch Oboler Collection,"""History of a Mug""",,,,
Arch Oboler Collection,"Fire file, 1939 August, 1945 August","1939 August, 1945 August",box,228,
Arch Oboler Collection,"Town file, 1939 August, 1945 August","1939 August, 1945 August",box,228,
Arch Oboler Collection,"""Hold That Tiger""",,,,
Arch Oboler Collection,"Fire file, circa 1935",circa 1935,box,229,
Arch Oboler Collection,"Town file, circa 1935",circa 1935,box,229,
Arch Oboler Collection,"""Holiday, 1939""",,,,
Arch Oboler Collection,"Fire file, 1939 September",1939 September,box,229,
Arch Oboler Collection,"Town file, 1939 September",1939 September,box,229,
Arch Oboler Collection,"""Holiday 1940"" See ""Holiday, 1939""",,box,229,
Arch Oboler Collection,"""Holiday 194X""",,,,
Arch Oboler Collection,"Fire file, circa 1944",circa 1944,box,229,
Arch Oboler Collection,"Town file, circa 1944",circa 1944,box,229,
